config,qid,citation_precision,bibliography_match_rate,orphan_rate,total_citations,bibliography_entries,candidate_pool_size,path
M1,Q01,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q01_method1_exp_20260412_223724.md
M1,Q02,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q02_method1_exp_20260412_223955.md
M1,Q03,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q03_method1_exp_20260412_224201.md
M1,Q04,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q04_method1_exp_20260412_224354.md
M1,Q05,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q05_method1_exp_20260412_224544.md
M1,Q61,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q061_method1_exp_20260413_001846.md
M1,Q62,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q062_method1_exp_20260413_002011.md
M1,Q63,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q063_method1_exp_20260413_002139.md
M1,Q64,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q064_method1_exp_20260413_002324.md
M1,Q65,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q065_method1_exp_20260413_002516.md
M1,Q66,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q066_method1_exp_20260413_002652.md
M1,Q67,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q067_method1_exp_20260413_002814.md
M1,Q68,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q068_method1_exp_20260413_002945.md
M1,Q69,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q069_method1_exp_20260413_003112.md
M1,Q06,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q06_method1_exp_20260412_224736.md
M1,Q70,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q070_method1_exp_20260413_003249.md
M1,Q71,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q071_method1_exp_20260413_003445.md
M1,Q72,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q072_method1_exp_20260413_003623.md
M1,Q73,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q073_method1_exp_20260413_003749.md
M1,Q74,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q074_method1_exp_20260413_003913.md
M1,Q75,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q075_method1_exp_20260413_004040.md
M1,Q76,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q076_method1_exp_20260413_004223.md
M1,Q77,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q077_method1_exp_20260413_004346.md
M1,Q78,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q078_method1_exp_20260413_004509.md
M1,Q79,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q079_method1_exp_20260413_004639.md
M1,Q07,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q07_method1_exp_20260412_224859.md
M1,Q80,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q080_method1_exp_20260413_004810.md
M1,Q81,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q081_method1_exp_20260413_004935.md
M1,Q82,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q082_method1_exp_20260413_005113.md
M1,Q83,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q083_method1_exp_20260413_005233.md
M1,Q84,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q084_method1_exp_20260413_005400.md
M1,Q85,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q085_method1_exp_20260413_005523.md
M1,Q86,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q086_method1_exp_20260413_005648.md
M1,Q87,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q087_method1_exp_20260413_005817.md
M1,Q88,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q088_method1_exp_20260413_010008.md
M1,Q89,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q089_method1_exp_20260413_075144.md
M1,Q08,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q08_method1_exp_20260412_225034.md
M1,Q90,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method1\Q090_method1_exp_20260413_075252.md
M1,Q91,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q091_method1_exp_20260413_075447.md
M1,Q92,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q092_method1_exp_20260413_075557.md
M1,Q93,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q093_method1_exp_20260413_075722.md
M1,Q94,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q094_method1_exp_20260413_075834.md
M1,Q95,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q095_method1_exp_20260413_075949.md
M1,Q96,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q096_method1_exp_20260413_080109.md
M1,Q97,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q097_method1_exp_20260413_080235.md
M1,Q98,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q098_method1_exp_20260413_080359.md
M1,Q99,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q099_method1_exp_20260413_080527.md
M1,Q09,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q09_method1_exp_20260412_225212.md
M1,Q100,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q100_method1_exp_20260413_080634.md
M1,Q101,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q101_method1_exp_20260413_080820.md
M1,Q102,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q102_method1_exp_20260413_080950.md
M1,Q103,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q103_method1_exp_20260413_081120.md
M1,Q104,1.0,1.0,0.375,5,8,8,data\expanded_outputs\method1\Q104_method1_exp_20260413_081252.md
M1,Q105,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q105_method1_exp_20260413_081430.md
M1,Q106,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q106_method1_exp_20260413_081555.md
M1,Q107,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q107_method1_exp_20260413_081715.md
M1,Q108,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method1\Q108_method1_exp_20260413_081831.md
M1,Q109,0.0,0.0,1.0,8,0,8,data\expanded_outputs\method1\Q109_method1_exp_20260413_081954.md
M1,Q10,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q10_method1_exp_20260412_225349.md
M1,Q110,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q110_method1_exp_20260413_082110.md
M1,Q111,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q111_method1_exp_20260413_082117.md
M1,Q112,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q112_method1_exp_20260413_082230.md
M1,Q113,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q113_method1_exp_20260413_082348.md
M1,Q114,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q114_method1_exp_20260413_082459.md
M1,Q115,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q115_method1_exp_20260413_082613.md
M1,Q116,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q116_method1_exp_20260413_082729.md
M1,Q117,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q117_method1_exp_20260413_082847.md
M1,Q118,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q118_method1_exp_20260413_082948.md
M1,Q119,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q119_method1_exp_20260413_083105.md
M1,Q11,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q11_method1_exp_20260412_225521.md
M1,Q120,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q120_method1_exp_20260413_083222.md
M1,Q121,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q121_method1_exp_20260413_083337.md
M1,Q122,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q122_method1_exp_20260413_083438.md
M1,Q123,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q123_method1_exp_20260413_083549.md
M1,Q124,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q124_method1_exp_20260413_083702.md
M1,Q125,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q125_method1_exp_20260413_083803.md
M1,Q126,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q126_method1_exp_20260413_083921.md
M1,Q127,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q127_method1_exp_20260413_084032.md
M1,Q128,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method1\Q128_method1_exp_20260413_084149.md
M1,Q129,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q129_method1_exp_20260413_084301.md
M1,Q12,1.0,1.0,0.25,6,8,8,data\expanded_outputs\method1\Q12_method1_exp_20260412_225701.md
M1,Q130,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q130_method1_exp_20260413_084412.md
M1,Q131,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q131_method1_exp_20260413_084526.md
M1,Q132,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q132_method1_exp_20260413_084643.md
M1,Q133,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q133_method1_exp_20260413_084756.md
M1,Q134,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q134_method1_exp_20260413_084935.md
M1,Q135,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q135_method1_exp_20260413_085110.md
M1,Q136,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q136_method1_exp_20260413_085223.md
M1,Q137,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q137_method1_exp_20260413_085339.md
M1,Q138,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q138_method1_exp_20260413_085500.md
M1,Q139,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q139_method1_exp_20260413_085615.md
M1,Q13,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q13_method1_exp_20260412_225829.md
M1,Q140,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q140_method1_exp_20260413_085725.md
M1,Q141,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q141_method1_exp_20260413_085847.md
M1,Q142,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q142_method1_exp_20260413_090000.md
M1,Q143,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q143_method1_exp_20260413_090209.md
M1,Q144,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q144_method1_exp_20260413_090338.md
M1,Q145,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q145_method1_exp_20260413_090502.md
M1,Q146,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q146_method1_exp_20260413_090623.md
M1,Q147,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q147_method1_exp_20260413_090752.md
M1,Q148,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q148_method1_exp_20260413_090919.md
M1,Q149,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q149_method1_exp_20260413_091036.md
M1,Q14,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q14_method1_exp_20260412_225952.md
M1,Q150,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q150_method1_exp_20260413_091151.md
M1,Q151,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q151_method1_exp_20260413_091309.md
M1,Q152,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q152_method1_exp_20260413_091430.md
M1,Q153,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q153_method1_exp_20260413_091609.md
M1,Q154,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q154_method1_exp_20260413_091747.md
M1,Q155,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q155_method1_exp_20260413_091926.md
M1,Q156,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q156_method1_exp_20260413_092058.md
M1,Q157,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q157_method1_exp_20260413_092244.md
M1,Q158,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q158_method1_exp_20260413_092410.md
M1,Q159,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q159_method1_exp_20260413_092538.md
M1,Q15,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q15_method1_exp_20260412_230126.md
M1,Q160,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q160_method1_exp_20260413_092715.md
M1,Q161,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q161_method1_exp_20260413_092837.md
M1,Q162,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q162_method1_exp_20260413_092954.md
M1,Q163,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q163_method1_exp_20260413_093120.md
M1,Q164,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q164_method1_exp_20260413_093249.md
M1,Q165,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q165_method1_exp_20260413_093414.md
M1,Q166,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q166_method1_exp_20260413_093534.md
M1,Q167,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q167_method1_exp_20260413_093658.md
M1,Q168,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q168_method1_exp_20260413_093819.md
M1,Q169,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q169_method1_exp_20260413_093949.md
M1,Q16,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q16_method1_exp_20260412_230306.md
M1,Q170,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q170_method1_exp_20260413_094610.md
M1,Q171,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q171_method1_exp_20260413_094755.md
M1,Q172,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q172_method1_exp_20260413_095029.md
M1,Q173,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q173_method1_exp_20260413_095207.md
M1,Q174,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q174_method1_exp_20260413_095334.md
M1,Q175,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q175_method1_exp_20260413_095459.md
M1,Q176,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q176_method1_exp_20260413_095626.md
M1,Q177,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q177_method1_exp_20260413_095746.md
M1,Q178,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q178_method1_exp_20260413_095914.md
M1,Q179,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q179_method1_exp_20260413_100107.md
M1,Q17,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q17_method1_exp_20260412_230443.md
M1,Q180,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q180_method1_exp_20260413_100243.md
M1,Q181,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q181_method1_exp_20260413_100401.md
M1,Q182,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q182_method1_exp_20260413_100532.md
M1,Q183,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q183_method1_exp_20260413_100719.md
M1,Q184,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q184_method1_exp_20260413_100918.md
M1,Q185,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q185_method1_exp_20260413_101101.md
M1,Q186,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q186_method1_exp_20260413_101258.md
M1,Q187,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q187_method1_exp_20260413_101439.md
M1,Q188,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q188_method1_exp_20260413_101604.md
M1,Q189,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q189_method1_exp_20260413_101739.md
M1,Q18,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q18_method1_exp_20260412_230634.md
M1,Q190,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q190_method1_exp_20260413_101910.md
M1,Q191,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q191_method1_exp_20260413_102044.md
M1,Q192,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q192_method1_exp_20260413_102222.md
M1,Q193,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q193_method1_exp_20260413_102350.md
M1,Q194,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q194_method1_exp_20260413_102522.md
M1,Q195,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q195_method1_exp_20260413_102701.md
M1,Q196,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q196_method1_exp_20260413_102837.md
M1,Q197,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q197_method1_exp_20260413_103020.md
M1,Q198,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q198_method1_exp_20260413_103219.md
M1,Q199,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q199_method1_exp_20260413_103415.md
M1,Q19,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q19_method1_exp_20260412_230824.md
M1,Q200,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q200_method1_exp_20260413_103616.md
M1,Q201,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q201_method1_exp_20260413_103814.md
M1,Q202,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q202_method1_exp_20260413_104011.md
M1,Q203,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q203_method1_exp_20260413_104146.md
M1,Q204,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q204_method1_exp_20260413_104341.md
M1,Q205,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q205_method1_exp_20260413_104529.md
M1,Q206,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q206_method1_exp_20260413_104815.md
M1,Q207,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q207_method1_exp_20260413_104957.md
M1,Q208,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q208_method1_exp_20260413_105134.md
M1,Q209,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q209_method1_exp_20260413_105310.md
M1,Q20,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q20_method1_exp_20260412_231020.md
M1,Q210,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q210_method1_exp_20260413_105447.md
M1,Q211,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q211_method1_exp_20260413_105632.md
M1,Q212,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q212_method1_exp_20260413_105802.md
M1,Q213,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q213_method1_exp_20260413_105930.md
M1,Q214,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q214_method1_exp_20260413_110119.md
M1,Q215,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q215_method1_exp_20260413_110311.md
M1,Q216,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q216_method1_exp_20260413_110446.md
M1,Q217,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q217_method1_exp_20260413_110624.md
M1,Q218,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q218_method1_exp_20260413_110810.md
M1,Q219,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method1\Q219_method1_exp_20260413_110948.md
M1,Q21,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method1\Q21_method1_exp_20260412_231205.md
M1,Q220,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q220_method1_exp_20260413_111136.md
M1,Q221,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q221_method1_exp_20260413_111331.md
M1,Q222,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q222_method1_exp_20260413_111529.md
M1,Q223,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q223_method1_exp_20260413_111707.md
M1,Q224,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q224_method1_exp_20260413_111857.md
M1,Q225,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q225_method1_exp_20260413_112042.md
M1,Q226,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q226_method1_exp_20260413_112225.md
M1,Q227,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q227_method1_exp_20260413_112407.md
M1,Q228,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q228_method1_exp_20260413_112550.md
M1,Q229,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q229_method1_exp_20260413_112724.md
M1,Q22,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q22_method1_exp_20260412_231356.md
M1,Q230,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q230_method1_exp_20260413_112916.md
M1,Q231,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q231_method1_exp_20260413_113057.md
M1,Q232,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q232_method1_exp_20260413_113241.md
M1,Q233,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q233_method1_exp_20260413_113421.md
M1,Q234,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q234_method1_exp_20260413_113606.md
M1,Q235,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q235_method1_exp_20260413_113750.md
M1,Q236,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q236_method1_exp_20260413_113948.md
M1,Q237,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q237_method1_exp_20260413_123248.md
M1,Q238,1.0,1.0,0.375,5,8,8,data\expanded_outputs\method1\Q238_method1_exp_20260413_115415.md
M1,Q239,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q239_method1_exp_20260413_115544.md
M1,Q23,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q23_method1_exp_20260412_231520.md
M1,Q240,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q240_method1_exp_20260413_115723.md
M1,Q241,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q241_method1_exp_20260413_115908.md
M1,Q242,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q242_method1_exp_20260413_120107.md
M1,Q243,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q243_method1_exp_20260413_120246.md
M1,Q244,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q244_method1_exp_20260413_120426.md
M1,Q245,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q245_method1_exp_20260413_120612.md
M1,Q246,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q246_method1_exp_20260413_120800.md
M1,Q247,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q247_method1_exp_20260413_120952.md
M1,Q248,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q248_method1_exp_20260413_121138.md
M1,Q249,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q249_method1_exp_20260413_121342.md
M1,Q24,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q24_method1_exp_20260412_231654.md
M1,Q250,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q250_method1_exp_20260413_121543.md
M1,Q251,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q251_method1_exp_20260413_121731.md
M1,Q25,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q25_method1_exp_20260412_231839.md
M1,Q26,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q26_method1_exp_20260412_232010.md
M1,Q27,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q27_method1_exp_20260412_232206.md
M1,Q28,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q28_method1_exp_20260412_232349.md
M1,Q29,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q29_method1_exp_20260412_232525.md
M1,Q30,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q30_method1_exp_20260412_232725.md
M1,Q31,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q31_method1_exp_20260412_232907.md
M1,Q32,0.0,0.0,1.0,8,0,8,data\expanded_outputs\method1\Q32_method1_exp_20260412_233038.md
M1,Q33,0.8571428571428571,0.875,0.25,7,8,8,data\expanded_outputs\method1\Q33_method1_exp_20260412_233209.md
M1,Q34,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q34_method1_exp_20260412_233347.md
M1,Q35,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q35_method1_exp_20260412_233531.md
M1,Q36,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q36_method1_exp_20260412_233706.md
M1,Q37,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q37_method1_exp_20260412_233858.md
M1,Q38,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q38_method1_exp_20260412_234058.md
M1,Q39,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q39_method1_exp_20260412_234302.md
M1,Q40,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q40_method1_exp_20260412_234454.md
M1,Q41,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method1\Q41_method1_exp_20260412_234636.md
M1,Q42,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q42_method1_exp_20260412_234829.md
M1,Q43,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q43_method1_exp_20260412_235018.md
M1,Q44,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q44_method1_exp_20260412_235207.md
M1,Q45,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q45_method1_exp_20260412_235205.md
M1,Q46,0.0,0.0,1.0,8,0,8,data\expanded_outputs\method1\Q46_method1_exp_20260412_235347.md
M1,Q47,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q47_method1_exp_20260412_235532.md
M1,Q48,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q48_method1_exp_20260412_235710.md
M1,Q49,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q49_method1_exp_20260412_235849.md
M1,Q50,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q50_method1_exp_20260413_000023.md
M1,Q51,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q51_method1_exp_20260413_000159.md
M1,Q52,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q52_method1_exp_20260413_000333.md
M1,Q53,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method1\Q53_method1_exp_20260413_000502.md
